Bld_types,Bld_code,NS,HA,RD,P,SD,C,ST
AB,4,22,16,16,8,26,29,19
AB,4,22,17,17,3,29,28,6
AB,4,22,18,19,4,34,33,5
AB,4,22,27,14,3,16,22,11
AB,4,22,21,18,7,24,22,9
AB,4,22,20,12,1,36,28,4
AB,4,22,18,17,6,36,28,10
AB,4,23,23,15,3,25,26,4
AB,4,23,26,15,5,32,28,11
AB,4,23,22,10,4,31,20,4
AB,4,23,23,17,7,29,25,20
AB,4,23,22,10,4,31,20,4
AB,4,23,16,11,4,39,16,7
AB,4,23,13,16,4,24,26,8
AB,4,23,18,17,6,35,29,6
AB,4,23,16,18,6,29,31,17
AB,4,23,32,13,3,3,21,15
AB,4,24,15,16,4,31,34,11
AB,4,24,15,15,1,27,26,13
AB,4,24,12,10,3,31,34,7
AB,4,24,18,12,3,29,20,10
AB,4,24,25,16,4,38,34,11
AB,4,24,22,16,2,23,35,5
AB,4,24,15,10,6,38,26,7
AB,4,25,12,15,2,28,22,9
AB,4,25,11,7,8,30,25,7
AB,4,25,23,15,5,23,20,21
AB,4,25,17,16,6,28,31,15
AB,4,25,17,14,5,32,36,8
AB,4,25,20,12,3,15,15,12
AB,4,25,26,20,0,20,17,7
AB,4,26,21,13,1,30,30,9
AB,4,26,26,15,7,22,25,4
AB,4,26,17,16,3,34,34,2
AB,4,27,29,11,4,23,19,4
AB,4,27,25,10,3,16,18,5
AB,4,27,22,14,2,27,26,2
AB,4,27,29,11,4,23,19,4
AB,4,27,20,12,2,33,32,6
AB,4,27,10,18,5,40,27,17
AB,4,27,17,13,1,20,17,12
AB,4,27,9,17,5,33,25,12
AB,4,27,17,13,1,20,17,12
AB,4,27,15,15,5,30,32,3
AB,4,27,21,8,2,19,19,7
AB,4,27,17,18,7,31,34,20
AB,4,28,15,19,3,35,26,7
AB,4,28,21,14,2,17,23,15
AB,4,28,10,18,7,34,30,15
AB,4,29,12,19,5,29,30,7
AB,4,29,24,17,2,20,28,11
AB,4,30,10,17,5,37,33,12
AB,4,31,19,17,2,30,23,3
AB,4,31,20,16,3,28,25,7
AB,4,31,11,18,6,38,35,4
AB,4,32,12,16,5,27,29,14
